Protein	FilterMatch	RegEx
L0BA72_9BACT	nitrite reductase	nitrite reductase
L0BA74_9BACT	nitrite reductase	nitrite reductase
L0BA75_9BACT	nitrite reductase	nitrite reductase
L0BA78_9BACT	nitrite reductase	nitrite reductase
L0BA79_9BACT	nitrite reductase	nitrite reductase
L0BA82_9BACT	nitrite reductase	nitrite reductase
L0BA84_9BACT	nitrite reductase	nitrite reductase
L0BA86_9BACT	nitrite reductase	nitrite reductase
L0BA87_9BACT	nitrite reductase	nitrite reductase
L0BA90_9BACT	nitrite reductase	nitrite reductase
L0BA92_9BACT	nitrite reductase	nitrite reductase
L0BA94_9BACT	nitrite reductase	nitrite reductase
L0BA96_9BACT	nitrite reductase	nitrite reductase
L0BA98_9BACT	nitrite reductase	nitrite reductase
L0BA99_9BACT	nitrite reductase	nitrite reductase
L0BAA1_9BACT	nitrite reductase	nitrite reductase
L0BAA3_9BACT	nitrite reductase	nitrite reductase
L0BAA5_9BACT	nitrite reductase	nitrite reductase
L0BAA7_9BACT	nitrite reductase	nitrite reductase
L0BAA8_9BACT	nitrite reductase	nitrite reductase
L0BAB2_9BACT	nitrite reductase	nitrite reductase
L0BAB3_9BACT	nitrite reductase	nitrite reductase
L0BAB6_9BACT	nitrite reductase	nitrite reductase
L0BAB8_9BACT	nitrite reductase	nitrite reductase
L0BAB9_9BACT	nitrite reductase	nitrite reductase
L0BAC2_9BACT	nitrite reductase	nitrite reductase
L0BAC4_9BACT	nitrite reductase	nitrite reductase
L0BAC9_9BACT	nitrite reductase	nitrite reductase
L0BAD3_9BACT	nitrite reductase	nitrite reductase
L0BAD7_9BACT	nitrite reductase	nitrite reductase
L0BAE1_9BACT	nitrite reductase	nitrite reductase
L0BAE6_9BACT	nitrite reductase	nitrite reductase
L0BAE9_9BACT	nitrite reductase	nitrite reductase
L0BAF3_9BACT	nitrite reductase	nitrite reductase
L0BAF6_9BACT	nitrite reductase	nitrite reductase
L0BAG0_9BACT	nitrite reductase	nitrite reductase
L0BAG5_9BACT	nitrite reductase	nitrite reductase
L0BAG8_9BACT	nitrite reductase	nitrite reductase
L0BAH2_9BACT	nitrite reductase	nitrite reductase
L0BAH6_9BACT	nitrite reductase	nitrite reductase
L0BAI1_9BACT	nitrite reductase	nitrite reductase
L0BAI4_9BACT	nitrite reductase	nitrite reductase
L0BAI8_9BACT	nitrite reductase	nitrite reductase
L0BAJ2_9BACT	nitrite reductase	nitrite reductase
L0BAJ7_9BACT	nitrite reductase	nitrite reductase
L0BAK2_9BACT	nitrite reductase	nitrite reductase
L0BAK5_9BACT	nitrite reductase	nitrite reductase
L0BAK9_9BACT	nitrite reductase	nitrite reductase
L0BAL4_9BACT	nitrite reductase	nitrite reductase
L0BAL8_9BACT	nitrite reductase	nitrite reductase
L0BAM3_9BACT	nitrite reductase	nitrite reductase
L0C944_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C949_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C954_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C959_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C964_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C9I4_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C9I8_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C9J3_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C9J7_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C9K2_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0C9L0_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CAI2_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CAI7_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CAK2_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CAK8_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB24_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB27_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB32_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB36_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB41_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB44_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB54_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB58_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB62_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB67_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB72_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB76_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0CB83_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
L0GHX1_PSEST	nitrite reductase	nitrite reductase
L0GIC1_PSEST	nitrite reductase	nitrite reductase
L0GJ96_PSEST	nitrite reductase	nitrite reductase
L0GJJ3_PSEST	nitrite reductase	nitrite reductase
L0GL27_PSEST	nitrite reductase	nitrite reductase
L0GNN0_PSEST	nitrite reductase	nitrite reductase
L0GSL9_PSEST	nitrite reductase	nitrite reductase
L0GVR4_9GAMM	nitrite reductase	nitrite reductase
L0GZM0_9GAMM	nitrite reductase	nitrite reductase
L0NDG3_RHISP	Nitrite reductase	nitrite reductase
L0NE28_RHISP	nitrite reductase	nitrite reductase
L0NJC8_RHISP	nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L0NJX1_RHISP	Nitrite reductase	nitrite reductase
L0NKV4_RHISP	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L0RGS5_YEREN	nitrite reductase	nitrite reductase
L0SX04_XANCT	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L0SX33_XANCT	nitrite reductase	nitrite reductase
L0VTC6_SERPL	Nitrite reductase	nitrite reductase
L0VZ52_SERPL	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L0WDR6_9GAMM	Nitrite reductase	nitrite reductase
L0WGA5_9GAMM	Nitrite reductase	nitrite reductase
L0WH66_9GAMM	Nitrite reductase	nitrite reductase
L0WZ69_9SPIR	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L1BGB6_ECOLX	nitrite reductase	nitrite reductase
L1EGN5_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L1K6Z2_9RHOB	nitrite reductase	nitrite reductase
L1K8M7_9RHOB	Nitrite reductase	nitrite reductase
L1L5C8_9ACTO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L1L5R3_9ACTO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L1LST6_PSEPU	Nitrite reductase	nitrite reductase
L1LT91_PSEPU	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L1MHX9_9CORY	nitrite reductase	nitrite reductase
L1MNE8_9BACT	Nitrite reductase	nitrite reductase
L1MRW2_AGGAC	nitrite reductase	nitrite reductase
L1MW31_9FIRM	Nitrite reductase	nitrite reductase
L1NAH2_9BACT	Nitrite reductase	nitrite reductase
L1NE42_9FIRM	Nitrite reductase	nitrite reductase
L1NKF9_9FLAO	Nitrite reductase	nitrite reductase
L1P000_9NEIS	Nitrite reductase	nitrite reductase
L1P0S4_9FLAO	Nitrite reductase	nitrite reductase
L1P337_9FLAO	Nitrite reductase	nitrite reductase
L1PMT4_9ACTO	nitrite reductase	nitrite reductase
L1PMX8_9FLAO	Nitrite reductase	nitrite reductase
L1PPK1_9FLAO	Nitrite reductase	nitrite reductase
L1PS42_9FLAO	Nitrite reductase	nitrite reductase
L2E941_9BURK	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2EB04_9BURK	Nitrite reductase, NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2EEB4_9BURK	Nitrite reductase	nitrite reductase
L2EFA9_9BURK	nitrite reductase	nitrite reductase
L2ELW1_9BURK	Nitrite reductase	nitrite reductase
L2T5N3_9NOCA	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2T6X5_9NOCA	nitrite reductase	nitrite reductase
L2T8R2_9NOCA	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2T9M7_9NOCA	nitrite reductase	nitrite reductase
L2TCK1_9NOCA	nitrite reductase	nitrite reductase
L2TR50_9NOCA	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2TUD6_9NOCA	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2VHW8_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2VJ26_ECOLX	nitrite reductase	nitrite reductase
L2VJ31_ECOLX	nitrite reductase	nitrite reductase
L2VK67_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2VK98_ECOLX	nitrite reductase	nitrite reductase
L2WCH1_ECOLX	nitrite reductase	nitrite reductase
L2X1N9_ECOLX	nitrite reductase	nitrite reductase
L2X1P4_ECOLX	nitrite reductase	nitrite reductase
L2X3D2_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L2X3X7_ECOLX	nitrite reductase	nitrite reductase
L3AZ83_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L3C1D8_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L3C7U3_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L3CXV0_ECOLX	nitrite reductase	nitrite reductase
L3D0B0_ECOLX	nitrite reductase	nitrite reductase
L3EM73_ECOLX	nitrite reductase	nitrite reductase
L3GER2_ECOLX	nitrite reductase	nitrite reductase
L3I1R7_ECOLX	nitrite reductase	nitrite reductase
L3ITF6_ECOLX	nitrite reductase	nitrite reductase
L3IWK4_ECOLX	nitrite reductase	nitrite reductase
L3K764_ECOLX	nitrite reductase	nitrite reductase
L3L9C6_ECOLX	nitrite reductase	nitrite reductase
L3NQJ8_ECOLX	nitrite reductase	nitrite reductase
L3PS71_ECOLX	nitrite reductase	nitrite reductase
L3PU39_ECOLX	nitrite reductase	nitrite reductase
L3PZD3_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L3RUC0_ECOLX	nitrite reductase	nitrite reductase
L3UDF7_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L3UM71_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L3V191_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L3V2V8_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L3VQI8_ECOLX	nitrite reductase	nitrite reductase
L3YQG5_ECOLX	nitrite reductase	nitrite reductase
L3YQG8_ECOLX	nitrite reductase	nitrite reductase
L3YSA1_ECOLX	nitrite reductase	nitrite reductase
L4B371_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L4DX25_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L4F2F2_ECOLX	nitrite reductase	nitrite reductase
L4FWD1_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L4I074_ECOLX	nitrite reductase	nitrite reductase
L4J9I9_ECOLX	nitrite reductase	nitrite reductase
L4JAI0_ECOLX	nitrite reductase	nitrite reductase
L4JAI5_ECOLX	nitrite reductase	nitrite reductase
L4JL73_ECOLX	nitrite reductase	nitrite reductase
L4JM15_ECOLX	nitrite reductase	nitrite reductase
L4NX89_ECOLX	nitrite reductase	nitrite reductase
L4QI30_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L4QIR7_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L5MZ32_9BACL	nitrite reductase	nitrite reductase
L5NDF9_9BACI	nitrite reductase	nitrite reductase
L5P668_NEIME	Nitrite reductase	nitrite reductase
L5PV56_NEIME	Nitrite reductase	nitrite reductase
L5R774_NEIME	Nitrite reductase	nitrite reductase
L5RLX0_NEIME	Nitrite reductase	nitrite reductase
L5T600_NEIME	Nitrite reductase	nitrite reductase
L5UUT5_NEIME	Nitrite reductase	nitrite reductase
L5VDK9_ECOLX	Nitrite reductase	nitrite reductase
L5VIV3_ECOLX	Nitrite reductase	nitrite reductase
L6Q8B2_SALEN	nitrite reductase	nitrite reductase
L6QAL8_SALEN	nitrite reductase	nitrite reductase
L6QAU5_SALEN	nitrite reductase	nitrite reductase
L6QWI0_SALEN	Nitrite reductase	nitrite reductase
L6QXB1_SALEN	Nitrite reductase	nitrite reductase
L6R0E8_SALEN	nitrite reductase	nitrite reductase
L6R0R7_SALEN	nitrite reductase	nitrite reductase
L6XG91_SALEN	Nitrite reductase	nitrite reductase
L6XQM6_SALEN	nitrite reductase	nitrite reductase
L6XSZ0_SALEN	nitrite reductase	nitrite reductase
L6YI90_SALEN	nitrite reductase	nitrite reductase
L6ZZN6_SALEN	nitrite reductase	nitrite reductase
L7AKT5_SALET	Nitrite reductase	nitrite reductase
L7BS02_ENTAG	Nitrite reductase, NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L7C750_RHOBT	nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L7CB70_RHOBT	Nitrite reductase	nitrite reductase
L7CN50_RHOBT	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L7DCZ3_MYCPC	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L7ECA7_MICAE	nitrite reductase	nitrite reductase
L7EPN5_CLOPA	nitrite reductase	nitrite reductase
L7ER92_9ACTO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L7ET96_9ACTO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L7G700_PSESX	nitrite reductase	nitrite reductase
L7GPZ5_XANCT	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L7GRZ4_PSESX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
L7H7M3_PSESX	nitrite reductase	nitrite reductase
L7HCY0_XANCT	nitrite reductase	nitrite reductase
L7HD26_XANCT	nitrite reductase	nitrite reductase
L7K287_GORRU	Nitrite reductase	nitrite reductase
L7K2U3_GORRU	Nitrite reductase	nitrite reductase
L7K409_GORRU	Nitrite reductase	nitrite reductase
L7K4P7_GORRU	Nitrite reductase	nitrite reductase
L7KGK4_9ACTO	Nitrite reductase	nitrite reductase
L7KHP5_9ACTO	Nitrite reductase	nitrite reductase
L7KHQ0_9ACTO	nitrite reductase	nitrite reductase
L7KJ82_9ACTO	nitrite reductase	nitrite reductase
L7KYX9_9ACTO	nitrite reductase	nitrite reductase
L7KZM0_9ACTO	nitrite reductase	nitrite reductase
L7L0P4_9ACTO	Nitrite reductase	nitrite reductase
L7L2B1_9ACTO	Nitrite reductase	nitrite reductase
L7LJZ8_9ACTO	Nitrite reductase	nitrite reductase
L7LMD0_9ACTO	Nitrite reductase	nitrite reductase
L7UMH8_9BACT	Nitrite reductase	nitrite reductase
L7UMI7_9BACT	Nitrite reductase	nitrite reductase
L7UMJ2_9BACT	Nitrite reductase	nitrite reductase
L7UMJ7_9BACT	Nitrite reductase	nitrite reductase
L7UMK1_9BACT	Nitrite reductase	nitrite reductase
L7UMK6_9BACT	Nitrite reductase	nitrite reductase
L7UML5_9BACT	Nitrite reductase	nitrite reductase
L7UMM0_9BACT	Nitrite reductase	nitrite reductase
L7UMM8_9BACT	Nitrite reductase	nitrite reductase
L7UMN1_9BACT	Nitrite reductase	nitrite reductase
L7UMN6_9BACT	Nitrite reductase	nitrite reductase
L7UMP2_9BACT	Nitrite reductase	nitrite reductase
L7UMQ2_9BACT	Nitrite reductase	nitrite reductase
L7UMQ5_9BACT	Nitrite reductase	nitrite reductase
L7UMQ9_9BACT	Nitrite reductase	nitrite reductase
L7UMR3_9BACT	Nitrite reductase	nitrite reductase
L7UMR9_9BACT	Nitrite reductase	nitrite reductase
L7UMS7_9BACT	Nitrite reductase	nitrite reductase
L7UMT1_9BACT	Nitrite reductase	nitrite reductase
L7UMT7_9BACT	Nitrite reductase	nitrite reductase
L7UMU2_9BACT	Nitrite reductase	nitrite reductase
L7UMU7_9BACT	Nitrite reductase	nitrite reductase
L7UMV3_9BACT	Nitrite reductase	nitrite reductase
L7UMV7_9BACT	Nitrite reductase	nitrite reductase
L7UMW2_9BACT	Nitrite reductase	nitrite reductase
L7UMW7_9BACT	Nitrite reductase	nitrite reductase
L7UMX1_9BACT	Nitrite reductase	nitrite reductase
L7UMX5_9BACT	Nitrite reductase	nitrite reductase
L7UMY0_9BACT	Nitrite reductase	nitrite reductase
L7UMY3_9BACT	Nitrite reductase	nitrite reductase
L7UMY6_9BACT	Nitrite reductase	nitrite reductase
L7UMZ3_9BACT	Nitrite reductase	nitrite reductase
L7UMZ8_9BACT	Nitrite reductase	nitrite reductase
L7UN01_9BACT	Nitrite reductase	nitrite reductase
L7UN05_9BACT	Nitrite reductase	nitrite reductase
L7UN10_9BACT	Nitrite reductase	nitrite reductase
L7UN13_9BACT	Nitrite reductase	nitrite reductase
L7UN19_9BACT	Nitrite reductase	nitrite reductase
L7UN28_9BACT	Nitrite reductase	nitrite reductase
L7UN38_9BACT	Nitrite reductase	nitrite reductase
L7UN42_9BACT	Nitrite reductase	nitrite reductase
L7UN47_9BACT	Nitrite reductase	nitrite reductase
L7UN51_9BACT	Nitrite reductase	nitrite reductase
L7UN56_9BACT	Nitrite reductase	nitrite reductase
L7UN61_9BACT	Nitrite reductase	nitrite reductase
L7UN78_9BACT	Nitrite reductase	nitrite reductase
L7UN84_9BACT	Nitrite reductase	nitrite reductase
L7UN87_9BACT	Nitrite reductase	nitrite reductase
L7UN92_9BACT	Nitrite reductase	nitrite reductase
L7UN98_9BACT	Nitrite reductase	nitrite reductase
L7UNA3_9BACT	Nitrite reductase	nitrite reductase
L7UNA9_9BACT	Nitrite reductase	nitrite reductase
L7UNB4_9BACT	Nitrite reductase	nitrite reductase
L7UNB9_9BACT	Nitrite reductase	nitrite reductase
L7UNC6_9BACT	Nitrite reductase	nitrite reductase
L7UND0_9BACT	Nitrite reductase	nitrite reductase
L7UND5_9BACT	Nitrite reductase	nitrite reductase
L7UND9_9BACT	Nitrite reductase	nitrite reductase
L7UNE3_9BACT	Nitrite reductase	nitrite reductase
L7UNE7_9BACT	Nitrite reductase	nitrite reductase
L7UNF4_9BACT	Nitrite reductase	nitrite reductase
L7UNF7_9BACT	Nitrite reductase	nitrite reductase
L7UNG0_9BACT	Nitrite reductase	nitrite reductase
L7UNG5_9BACT	Nitrite reductase	nitrite reductase
L7UNG7_9BACT	Nitrite reductase	nitrite reductase
L7UNH1_9BACT	Nitrite reductase	nitrite reductase
L7UNH6_9BACT	Nitrite reductase	nitrite reductase
L7UNI1_9BACT	Nitrite reductase	nitrite reductase
L7UNI5_9BACT	Nitrite reductase	nitrite reductase
L7UNI8_9BACT	Nitrite reductase	nitrite reductase
L7UNJ9_9BACT	Nitrite reductase	nitrite reductase
L7UNK4_9BACT	Nitrite reductase	nitrite reductase
L7UNL6_9BACT	Nitrite reductase	nitrite reductase
L7UNM1_9BACT	Nitrite reductase	nitrite reductase
L7UNN2_9BACT	Nitrite reductase	nitrite reductase
L7UNN5_9BACT	Nitrite reductase	nitrite reductase
L7UNP4_9BACT	Nitrite reductase	nitrite reductase
L7UNQ3_9BACT	Nitrite reductase	nitrite reductase
L7UNQ8_9BACT	Nitrite reductase	nitrite reductase
L7UNR6_9BACT	Nitrite reductase	nitrite reductase
L7UNS0_9BACT	Nitrite reductase	nitrite reductase
L7UNS9_9BACT	Nitrite reductase	nitrite reductase
L7UNT8_9BACT	Nitrite reductase	nitrite reductase
L7UNV1_9BACT	Nitrite reductase	nitrite reductase
L7UNV5_9BACT	Nitrite reductase	nitrite reductase
L7UNW0_9BACT	Nitrite reductase	nitrite reductase
L7UNX0_9BACT	Nitrite reductase	nitrite reductase
L7UNX5_9BACT	Nitrite reductase	nitrite reductase
L7UNY8_9BACT	Nitrite reductase	nitrite reductase
L7UNZ9_9BACT	Nitrite reductase	nitrite reductase
L7UP03_9BACT	Nitrite reductase	nitrite reductase
L7UP11_9BACT	Nitrite reductase	nitrite reductase
L7UP16_9BACT	Nitrite reductase	nitrite reductase
L7UP25_9BACT	Nitrite reductase	nitrite reductase
L7UP35_9BACT	Nitrite reductase	nitrite reductase
L7UP43_9BACT	Nitrite reductase	nitrite reductase
L7UP48_9BACT	Nitrite reductase	nitrite reductase
L7UQG5_9BACT	Nitrite reductase	nitrite reductase
L7UQH7_9BACT	Nitrite reductase	nitrite reductase
L7UQI6_9BACT	Nitrite reductase	nitrite reductase
L7UQJ0_9BACT	Nitrite reductase	nitrite reductase
L7UQJ5_9BACT	Nitrite reductase	nitrite reductase
L7UQJ9_9BACT	Nitrite reductase	nitrite reductase
L7UQK4_9BACT	Nitrite reductase	nitrite reductase
L7UQK9_9BACT	Nitrite reductase	nitrite reductase
L7UQL3_9BACT	Nitrite reductase	nitrite reductase
L7UQL6_9BACT	Nitrite reductase	nitrite reductase
L7UQM1_9BACT	Nitrite reductase	nitrite reductase
L7UQN1_9BACT	Nitrite reductase	nitrite reductase
L7UQN3_9BACT	Nitrite reductase	nitrite reductase
L7UQN4_9BACT	Nitrite reductase	nitrite reductase
L7UQN8_9BACT	Nitrite reductase	nitrite reductase
L7UQN9_9BACT	Nitrite reductase	nitrite reductase
L7UQP3_9BACT	Nitrite reductase	nitrite reductase
L7UQQ0_9BACT	Nitrite reductase	nitrite reductase
L7UQQ2_9BACT	Nitrite reductase	nitrite reductase
L7UQQ5_9BACT	Nitrite reductase	nitrite reductase
L7UQQ8_9BACT	Nitrite reductase	nitrite reductase
L7UQR0_9BACT	Nitrite reductase	nitrite reductase
L7UQR4_9BACT	Nitrite reductase	nitrite reductase
L7UQR7_9BACT	Nitrite reductase	nitrite reductase
L7UQR8_9BACT	Nitrite reductase	nitrite reductase
L7UQS2_9BACT	Nitrite reductase	nitrite reductase
L7UQS5_9BACT	Nitrite reductase	nitrite reductase
L7UQS7_9BACT	Nitrite reductase	nitrite reductase
L7UQS8_9BACT	Nitrite reductase	nitrite reductase
L7UQT1_9BACT	Nitrite reductase	nitrite reductase
L7UQT2_9BACT	Nitrite reductase	nitrite reductase
L7UQT4_9BACT	Nitrite reductase	nitrite reductase
L7UQT5_9BACT	Nitrite reductase	nitrite reductase
L7UQT7_9BACT	Nitrite reductase	nitrite reductase
L7UQU1_9BACT	Nitrite reductase	nitrite reductase
L7UQU6_9BACT	Nitrite reductase	nitrite reductase
L7UQV1_9BACT	Nitrite reductase	nitrite reductase
L7UQV3_9BACT	Nitrite reductase	nitrite reductase
L7UQV7_9BACT	Nitrite reductase	nitrite reductase
